BOROUGH,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
Staten Island,MS Core,SPEC ED,SCIENCE,Other Science,-,22.0,2.0,11.0
Staten Island,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,624.0,59.0,10.6
Staten Island,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,76.0,7.0,10.9
Staten Island,09-12,GEN ED,ENGLISH,English 9,-,3748.0,132.0,28.4
Staten Island,09-12,GEN ED,ENGLISH,English 10,-,3724.0,124.0,30.0
Staten Island,09-12,GEN ED,ENGLISH,English 11,-,3620.0,125.0,29.0
Staten Island,09-12,GEN ED,ENGLISH,English 12,-,3823.0,148.0,25.8
Staten Island,09-12,GEN ED,ENGLISH,MS English Core,-,193.0,8.0,24.1
Staten Island,09-12,GEN ED,ENGLISH,Other English,-,3857.0,140.0,27.6
Staten Island,09-12,GEN ED,MATH,Integrated Algebra,-,4634.0,175.0,26.5
Staten Island,09-12,GEN ED,MATH,Geometry,-,5120.0,173.0,29.6
Staten Island,09-12,GEN ED,MATH,Trigonometry,-,2270.0,75.0,30.3
Staten Island,09-12,GEN ED,MATH,Math A,-,66.0,4.0,16.5
Staten Island,09-12,GEN ED,MATH,Other Math,-,2251.0,79.0,28.5
Staten Island,09-12,GEN ED,SCIENCE,Earth Science,-,2977.0,104.0,28.6
Staten Island,09-12,GEN ED,SCIENCE,Living Environment,-,5066.0,180.0,28.1
Staten Island,09-12,GEN ED,SCIENCE,Chemistry,-,2876.0,94.0,30.6
Staten Island,09-12,GEN ED,SCIENCE,Physics,-,1689.0,57.0,29.6
Staten Island,09-12,GEN ED,SCIENCE,Other Science,-,4377.0,152.0,28.8
Staten Island,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,8799.0,302.0,29.1
Staten Island,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,5042.0,172.0,29.3
Staten Island,09-12,GEN ED,SOCIAL STUDIES,Economics,-,1255.0,39.0,32.2
Staten Island,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,2040.0,72.0,28.3
Staten Island,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1716.0,60.0,28.6
Staten Island,09-12,CTT,ENGLISH,English 9,-,486.0,17.0,28.6
Staten Island,09-12,CTT,ENGLISH,English 10,-,641.0,22.0,29.1
Staten Island,09-12,CTT,ENGLISH,English 11,-,491.0,16.0,30.7
Staten Island,09-12,CTT,ENGLISH,English 12,-,251.0,8.0,31.4
Staten Island,09-12,CTT,ENGLISH,Other English,-,598.0,21.0,28.5
Staten Island,09-12,CTT,MATH,Integrated Algebra,-,1292.0,45.0,28.7
Staten Island,09-12,CTT,MATH,Geometry,-,284.0,9.0,31.6
Staten Island,09-12,CTT,MATH,Other Math,-,81.0,3.0,27.0
Staten Island,09-12,CTT,SCIENCE,Earth Science,-,515.0,20.0,25.8
Staten Island,09-12,CTT,SCIENCE,Living Environment,-,765.0,26.0,29.4
Staten Island,09-12,CTT,SCIENCE,Chemistry,-,33.0,1.0,33.0
Staten Island,09-12,CTT,SCIENCE,Other Science,-,663.0,23.0,28.8
Staten Island,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,1109.0,39.0,28.4
Staten Island,09-12,CTT,SOCIAL STUDIES,US History & Government,-,464.0,19.0,24.4
Staten Island,09-12,CTT,SOCIAL STUDIES,Economics,-,67.0,2.0,33.5
Staten Island,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,138.0,5.0,27.6
Staten Island,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,388.0,15.0,25.9
Staten Island,09-12,SPEC ED,ENGLISH,English 9,-,254.0,20.0,12.7
Staten Island,09-12,SPEC ED,ENGLISH,English 10,-,160.0,14.0,11.4
Staten Island,09-12,SPEC ED,ENGLISH,English 11,-,167.0,13.0,12.8
Staten Island,09-12,SPEC ED,ENGLISH,English 12,-,130.0,11.0,11.8
Staten Island,09-12,SPEC ED,ENGLISH,MS English Core,-,25.0,2.0,12.5
Staten Island,09-12,SPEC ED,ENGLISH,Other English,-,223.0,19.0,11.7
Staten Island,09-12,SPEC ED,MATH,Integrated Algebra,-,423.0,33.0,12.8
Staten Island,09-12,SPEC ED,MATH,Geometry,-,61.0,5.0,12.2
Staten Island,09-12,SPEC ED,MATH,Other Math,-,55.0,4.0,13.8
Staten Island,09-12,SPEC ED,SCIENCE,Earth Science,-,202.0,15.0,13.5
Staten Island,09-12,SPEC ED,SCIENCE,Living Environment,-,263.0,20.0,13.2
Staten Island,09-12,SPEC ED,SCIENCE,Physics,-,12.0,1.0,12.0
Staten Island,09-12,SPEC ED,SCIENCE,Other Science,-,291.0,22.0,13.2
Staten Island,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,462.0,37.0,12.5
Staten Island,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,220.0,17.0,12.9
Staten Island,09-12,SPEC ED,SOCIAL STUDIES,Economics,-,21.0,2.0,10.5
Staten Island,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,118.0,9.0,13.1
Staten Island,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,184.0,14.0,13.1
Bronx,0K,GEN ED,-,-,-,12808.0,565.0,22.7
Bronx,0K,CTT,-,-,-,1988.0,93.0,21.4
Bronx,0K,G&T,-,-,-,83.0,4.0,20.8
Bronx,01,GEN ED,-,-,-,13433.0,587.0,22.9
Bronx,01,CTT,-,-,-,1776.0,82.0,21.7
Bronx,01,G&T,-,-,-,143.0,7.0,20.4
Bronx,02,GEN ED,-,-,-,12590.0,554.0,22.7
Bronx,02,CTT,-,-,-,2088.0,94.0,22.2
Bronx,02,G&T,-,-,-,138.0,6.0,23.0
Bronx,03,GEN ED,-,-,-,12379.0,536.0,23.1
Bronx,03,CTT,-,-,-,1786.0,78.0,22.9
Bronx,03,G&T,-,-,-,101.0,4.0,25.3
Bronx,04,GEN ED,-,-,-,11982.0,497.0,24.1
Bronx,04,CTT,-,-,-,2048.0,88.0,23.3
Bronx,04,G&T,-,-,-,177.0,8.0,22.1
Bronx,05,GEN ED,-,-,-,12298.0,508.0,24.2
Bronx,05,CTT,-,-,-,1562.0,63.0,24.8
Bronx,05,G&T,-,-,-,65.0,3.0,21.7
Bronx,06,GEN ED,-,-,-,11253.0,433.0,26.0
Bronx,06,CTT,-,-,-,2083.0,86.0,24.2
Bronx,06,G&T,-,-,-,254.0,9.0,28.2
Bronx,07,GEN ED,-,-,-,11206.0,414.0,27.1
Bronx,07,CTT,-,-,-,2145.0,85.0,25.2
Bronx,07,G&T,-,-,-,271.0,9.0,30.1
Bronx,08,GEN ED,-,-,-,11661.0,426.0,27.4
Bronx,08,CTT,-,-,-,2019.0,80.0,25.2
Bronx,08,G&T,-,-,-,249.0,9.0,27.7
Bronx,09,GEN ED,-,-,-,423.0,16.0,26.4
Bronx,0K-09,SPEC ED,-,-,12:1,4428.0,408.0,10.9
Bronx,0K-09,SPEC ED,-,-,12:1:1,6012.0,588.0,10.2
Bronx,0K-09,SPEC ED,-,-,6:1:1,2.0,1.0,2.0
Bronx,MS Core,GEN ED,ENGLISH,MS English Core,-,36447.0,1444.0,25.2
Bronx,MS Core,GEN ED,MATH,MS Math Core,-,32920.0,1262.0,26.1
Bronx,MS Core,GEN ED,MATH,Integrated Algebra,-,1759.0,66.0,26.7
Bronx,MS Core,GEN ED,MATH,Geometry,-,12.0,1.0,12.0
Bronx,MS Core,GEN ED,MATH,Math A,-,352.0,13.0,27.1
Bronx,MS Core,GEN ED,MATH,Other Math,-,71.0,3.0,23.7
Bronx,09-12,GEN ED,MATH,Math A,-,1586.0,64.0,24.8
Bronx,MS Core,GEN ED,SCIENCE,MS Science Core,-,30747.0,1184.0,26.0
Bronx,MS Core,GEN ED,SCIENCE,Earth Science,-,744.0,27.0,27.6
Bronx,MS Core,GEN ED,SCIENCE,Living Environment,-,2127.0,79.0,26.9
Bronx,MS Core,GEN ED,SCIENCE,Chemistry,-,12.0,1.0,12.0
Bronx,MS Core,GEN ED,SCIENCE,Physics,-,233.0,9.0,25.9
Bronx,MS Core,GEN ED,SCIENCE,Other Science,-,323.0,13.0,24.8
Bronx,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,32359.0,1241.0,26.1
Bronx,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,829.0,32.0,25.9
Bronx,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,553.0,22.0,25.1
Bronx,MS Core,GEN ED,SOCIAL STUDIES,Economics,-,24.0,1.0,24.0
Bronx,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,784.0,33.0,23.8
Bronx,MS Core,CTT,ENGLISH,MS English Core,-,6114.0,251.0,24.4
Bronx,MS Core,CTT,MATH,MS Math Core,-,5360.0,214.0,25.0
Bronx,MS Core,CTT,MATH,Integrated Algebra,-,136.0,5.0,27.2
Bronx,MS Core,CTT,MATH,Math A,-,102.0,4.0,25.5
Bronx,MS Core,CTT,MATH,Other Math,-,27.0,1.0,27.0
Bronx,MS Core,CTT,SCIENCE,MS Science Core,-,5179.0,203.0,25.5
Bronx,MS Core,CTT,SCIENCE,Living Environment,-,347.0,13.0,26.7
Bronx,MS Core,CTT,SCIENCE,Other Science,-,103.0,4.0,25.8
Bronx,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,5056.0,200.0,25.3
Bronx,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,255.0,10.0,25.5
Bronx,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,70.0,3.0,23.3
Bronx,MS Core,CTT,SOCIAL STUDIES,Economics,-,27.0,1.0,27.0
Bronx,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,187.0,8.0,23.4
Bronx,MS Core,SPEC ED,ENGLISH,MS English Core,-,2760.0,249.0,11.1
Bronx,MS Core,SPEC ED,MATH,MS Math Core,-,2730.0,248.0,11.0
Bronx,MS Core,SPEC ED,MATH,Integrated Algebra,-,30.0,3.0,10.0
Bronx,MS Core,SPEC ED,MATH,Other Math,-,12.0,1.0,12.0
Bronx,MS Core,SPEC ED,SCIENCE,MS Science Core,-,2492.0,229.0,10.9
Bronx,MS Core,SPEC ED,SCIENCE,Earth Science,-,13.0,1.0,13.0
Bronx,MS Core,SPEC ED,SCIENCE,Living Environment,-,123.0,11.0,11.2
Bronx,MS Core,SPEC ED,SCIENCE,Other Science,-,34.0,3.0,11.3
Bronx,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,2526.0,231.0,10.9
Bronx,MS Core,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,61.0,5.0,12.2
Bronx,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,34.0,3.0,11.3
Bronx,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,37.0,3.0,12.3
Bronx,09-12,GEN ED,ENGLISH,English 9,-,11836.0,503.0,23.5
Bronx,09-12,GEN ED,ENGLISH,English 10,-,11430.0,446.0,25.6
Bronx,09-12,GEN ED,ENGLISH,English 11,-,11056.0,441.0,25.1
Bronx,09-12,GEN ED,ENGLISH,English 12,-,9669.0,396.0,24.4
Bronx,09-12,GEN ED,ENGLISH,MS English Core,-,2019.0,90.0,22.4
Bronx,09-12,GEN ED,ENGLISH,Other English,-,14491.0,602.0,24.1
Bronx,09-12,GEN ED,MATH,Integrated Algebra,-,18256.0,763.0,23.9
Bronx,09-12,GEN ED,MATH,Geometry,-,11224.0,436.0,25.7
Bronx,09-12,GEN ED,MATH,Trigonometry,-,6554.0,263.0,24.9
Bronx,09-12,GEN ED,MATH,Math B,-,507.0,29.0,17.5
Bronx,09-12,GEN ED,MATH,Other Math,-,4489.0,181.0,24.8
Bronx,09-12,GEN ED,SCIENCE,Earth Science,-,11516.0,445.0,25.9
Bronx,09-12,GEN ED,SCIENCE,Living Environment,-,19074.0,766.0,24.9
Bronx,09-12,GEN ED,SCIENCE,Chemistry,-,9767.0,397.0,24.6
Bronx,09-12,GEN ED,SCIENCE,Physics,-,3805.0,161.0,23.6
Bronx,09-12,GEN ED,SCIENCE,Other Science,-,12085.0,481.0,25.1
Bronx,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,27463.0,1082.0,25.4
Bronx,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,14752.0,562.0,26.2
Bronx,09-12,GEN ED,SOCIAL STUDIES,Economics,-,2111.0,93.0,22.7
Bronx,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,7284.0,282.0,25.8
Bronx,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,4509.0,201.0,22.4
Bronx,09-12,CTT,ENGLISH,English 9,-,2215.0,90.0,24.6
Bronx,09-12,CTT,ENGLISH,English 10,-,2158.0,82.0,26.3
Bronx,09-12,CTT,ENGLISH,English 11,-,1735.0,65.0,26.7
Bronx,09-12,CTT,ENGLISH,English 12,-,941.0,39.0,24.1
Bronx,09-12,CTT,ENGLISH,MS English Core,-,404.0,15.0,26.9
Bronx,09-12,CTT,ENGLISH,Other English,-,2939.0,122.0,24.1
Bronx,09-12,CTT,MATH,Integrated Algebra,-,5047.0,199.0,25.4
Bronx,09-12,CTT,MATH,Geometry,-,1410.0,53.0,26.6
Bronx,09-12,CTT,MATH,Trigonometry,-,491.0,20.0,24.6
Bronx,09-12,CTT,MATH,Math A,-,382.0,15.0,25.5
Bronx,09-12,CTT,MATH,Math B,-,55.0,2.0,27.5
Bronx,09-12,CTT,MATH,Other Math,-,146.0,6.0,24.3
Bronx,09-12,CTT,SCIENCE,Earth Science,-,2512.0,92.0,27.3
Bronx,09-12,CTT,SCIENCE,Living Environment,-,5027.0,191.0,26.3
Bronx,09-12,CTT,SCIENCE,Chemistry,-,627.0,27.0,23.2
Bronx,09-12,CTT,SCIENCE,Physics,-,512.0,19.0,26.9
Bronx,09-12,CTT,SCIENCE,Other Science,-,2955.0,108.0,27.4
Bronx,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,6099.0,231.0,26.4
Bronx,09-12,CTT,SOCIAL STUDIES,US History & Government,-,2138.0,79.0,27.1
Bronx,09-12,CTT,SOCIAL STUDIES,Economics,-,148.0,6.0,24.7
Bronx,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,825.0,30.0,27.5
Bronx,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,1300.0,47.0,27.7
Bronx,09-12,SPEC ED,ENGLISH,English 9,-,977.0,79.0,12.4
Bronx,09-12,SPEC ED,ENGLISH,English 10,-,605.0,49.0,12.3
Bronx,09-12,SPEC ED,ENGLISH,English 11,-,516.0,43.0,12.0
Bronx,09-12,SPEC ED,ENGLISH,English 12,-,291.0,25.0,11.6
Bronx,09-12,SPEC ED,ENGLISH,MS English Core,-,394.0,35.0,11.3
Bronx,09-12,SPEC ED,ENGLISH,Other English,-,703.0,57.0,12.3
Bronx,09-12,SPEC ED,MATH,Integrated Algebra,-,1484.0,116.0,12.8
Bronx,09-12,SPEC ED,MATH,Geometry,-,269.0,21.0,12.8
Bronx,09-12,SPEC ED,MATH,Trigonometry,-,120.0,10.0,12.0
Bronx,09-12,SPEC ED,MATH,Math A,-,23.0,2.0,11.5
Bronx,09-12,SPEC ED,MATH,Other Math,-,81.0,8.0,10.1
Bronx,09-12,SPEC ED,SCIENCE,Earth Science,-,574.0,44.0,13.0
Bronx,09-12,SPEC ED,SCIENCE,Living Environment,-,1122.0,86.0,13.0
Bronx,09-12,SPEC ED,SCIENCE,Chemistry,-,38.0,3.0,12.7
Bronx,09-12,SPEC ED,SCIENCE,Other Science,-,770.0,58.0,13.3
Bronx,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,1816.0,142.0,12.8
Bronx,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,672.0,50.0,13.4
Bronx,09-12,SPEC ED,SOCIAL STUDIES,Economics,-,12.0,1.0,12.0
Bronx,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,199.0,17.0,11.7
Bronx,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,59.0,5.0,11.8
