folder;file;column;label;dataType;posRatio;negRatio;zeroRatio;unique;sameDigit;avg;min;max;median;upquar;lowquar;varCoeff;range;location;numcol;neighbour
AFD;donnees-des-contrats-dachats-et-de-subventions-dun-montant-superieur-a-15-000-ef.csv;Durée (en mois);1;1;14.53222302679218;0.8356517967775114;12.0;0.0;129.0;6.0;19.0;0.7272727272727273;2.263157894736842;0.0412744388124547;0.998551774076756;0.0;0.001448225923244;0;0.1818181818181818;0
AFD;donnees-des-contrats-dachats-et-de-subventions-dun-montant-superieur-a-15-000-ef.csv;Montant maximum (€HT);1;1;1616750.9267510858;23.55761279868194;39927.5;15026.0;999999999.99;24429.56;83305.0;0.8181818181818182;1218008.4945066993;0.5940665701881331;1.0;0.0;0.0;0;0.1818181818181818;0
AFD;evaluations-retrospectives-publiques-projet.csv;Latitude;0;1;12.456019264327486;1.5115769749098835;gru.23;-51.9304536;48.8442306;4.361698;21.0;0.5384615384615384;1.7374945551724137;0.3391812865497076;0.7953216374269005;0.2046783625730994;0.0;0;0.1538461538461538;0
AFD;evaluations-retrospectives-publiques-projet.csv;Longitude;0;1;18.37902933450292;2.628769930367294;9.0;-99.1275711;166.437754;-4.12456685;35.5;0.6153846153846154;5.107025482692308;0.3040935672514619;0.672514619883041;0.3216374269005848;0.0058479532163742;0;0.1538461538461538;0
AFD;iati-gouvernance-strategie-afd.csv;Document Date;0;1;2018.7322404371585;0.001105149089666;2020.0;2007.0;2021.0;2017.0;2020.0;0.8;1.2727272727272727;0.0601092896174863;1.0;0.0;0.0;0;0.1;1
AFD;liste-des-marches-finances-par-lafd-avec-la-participation-financiere-de-lunion-e.csv;Année d octroi (CA);0;1;2015.0015873015875;0.0014580054320627;2015.0;2007.0;2021.0;2012.0;2017.0;0.1111111111111111;1.0;0.0222222222222222;1.0;0.0;0.0;0;0.2222222222222222;1
AFD;liste-des-marches-finances-par-lafd-avec-la-participation-financiere-de-lunion-e.csv;Montant (en K€);1;1;40985.21090160821;2.9295083323475746;1083.0;1.635;1100000.0;333.85697;6846.77260829;0.8888888888888888;1893.284621342513;0.9236883942766296;1.0;0.0;0.0;0;0.2222222222222222;0
AFD;projets-climat-afd.csv;Année d autorisation;0;1;2020.0;0.0;2020.0;2020.0;2020.0;2020.0;2020.0;0.2666666666666666;0.0;0.0032258064516129;1.0;0.0;0.0;0;0.2666666666666666;1
AFD;projets-climat-afd.csv;Engagement brut (€);1;1;26491037.316201027;1.9075258219955251;5278489.1165;14035.0;310000000.0;1500000.0;22322430.25;0.6666666666666666;1741494.1853932585;0.5741935483870968;1.0;0.0;0.0;0;0.2666666666666666;0
AFD;projets-climat-afd.csv;Montant Adaptation (€);1;1;7587563.49302721;3.007577519857518;500000.0;0.0;261000000.0;48500.0;4000000.0;0.7333333333333333;1458100.5586592178;0.5888157894736842;0.7763157894736842;0.0;0.2236842105263158;0;0.2666666666666666;0
AFD;projets-climat-afd.csv;Montant Atténuation (€);1;1;10224568.189871514;2.544793634498334;285000.0;0.0;178000000.0;0.0;5348600.0;0.8666666666666667;1105590.0621118012;0.5420875420875421;0.6599326599326599;0.0;0.3400673400673401;0;0.2666666666666666;0
CA;bottinorganisme.csv;id;0;0;901.3239130434782;0.8052932881241524;775.0;4.0;2674.0;364.25;1128.0;0.0;5.868131868131868;0.9891304347826086;1.0;0.0;0.0;1;0.1666666666666666;0
CA;bottinorganisme.csv;no_civique;0;1;1824.1743119266048;0.9532011978360518;1251.5;1.0;8450.0;413.0;2799.0;0.3333333333333333;27.167202572347268;0.713302752293578;1.0;0.0;0.0;0;0.1666666666666666;0
CA;consommation_energetique_batiments_plus_2000m2.csv;Année_consommation ;0;0;2019.247311827957;0.0002142451917677;2019.0;2019.0;2020.0;2019.0;2019.0;0.25;0.5;0.010752688172043;1.0;0.0;0.0;1;0.5;1
