diffuseur,gestionnaire,title,description,theme,keyword,license,language,modified,data_processed,metadata_processed,publisher,references,records_count,dcat_created,dcat_issued,dcat_creator,dcat_contributor,dcat_accrualperiodicity,dcat_spatial,dcat_temporal,datasetid0,cycle,periodicity,license_url,metadata_languages,timezone,modified_updates_on_metadata_change,modified_updates_on_data_change,geographic_reference,geographic_reference_auto,territory,shared_catalog,federated,dcat_publisher_type,dcat_conforms_to,dcat_ap_it_publisher_id
Région des Pays de la Loire,Région des Pays de la Loire,Partenaires e-Pass,"<p>Etablissements partenaires du programme e-Pass de la R<span style=""font-size: 12.495px;"">égion des</span><span style=""font-family: inherit; font-size: 0.833rem;""> Pays de la Loire.</span></p>",Citoyenneté / Institution,,Licence Ouverte v2.0 (Etalab),fr,2020-08-20T16:02:38+02:00,2020-01-30,2020-08-20T19:13:03+02:00,Région des Pays de la Loire,,5355,,,,,,,,234400034_partenaires-e-pass,Mettre à jour,Annuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Adhésions aux organismes de regroupement en Pays de la Loire,"<p>
	Liste des syndicats mixtes et autres organismes de regroupement auxquels adhère la Région des Pays de la Loire.<br/>
Source: Compte administratif 2011, 2012, 2013, 2014, 2015, 2016 et 2017.
	</p><hr/>
	<u>Plus d'informations :</u>
<ul>
	<li><a href=""http://www.paysdelaloire.fr/conseil-regional/le-budget/"" target=""_blank"">Site de la Région des Pays de la Loire – Le budget</a></li>	<li><a href=""https://www.collectivites-locales.gouv.fr/linstruction-vigueur"" target=""_blank"">Site des collectivités locales- L'instruction en vigueur</a></li></ul>",Citoyenneté / Institution,"finance,budget",Open Database License (ODbL),fr,2020-08-20T16:02:40+02:00,2020-08-20,2020-08-20T19:10:33+02:00,Région des Pays de la Loire,,182,2013-10-23,2013-01-08,,,Annuelle,Pays de la Loire,Valable de 2011 à 2016,234400034_003-007_adhesions-aux-organismes-de-regroupement-rpdl,Mettre à jour,Annuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Horaires des écoles élémentaires et primaires en Pays de la Loire,"<p><strong></strong>L'organisation du temps scolaire répond à  des objectifs pédagogiques pour permettre aux enfants de mieux apprendre  à l'école : favoriser les apprentissages fondamentaux le matin, au  moment où les élèves sont les plus attentifs ; bénéficier de 5 matinées  pour des temps d'apprentissage plus réguliers. Ce jeu de données expose l'organisation du temps scolaire des établissements scolaires du premier degré en Pays de la Loire.<strong></strong></p>",Éducation / Formation / Jeunesse,"rythme,élèves,école,PEDT,activités péri-éducatives,horaires",Licence Ouverte v2.0 (Etalab),fr,2020-08-20T17:01:12+02:00,2021-06-10,2021-08-31T03:15:21+02:00,Ministère de l'Éducation nationale et de la Jeunesse,,2568,2019-01-28,2019-01-28,Ministère de l'Education nationale et de la jeunesse,,auto,Région des Pays de la Loire,,234400034_organisation-du-temps-scolaire,Finalisé,Quotidienne,http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,True,,,
Région des Pays de la Loire,DREAL Pays de la Loire,Programmes d'actions de prévention des inondations (PAPI) en Pays de la Loire,"<p style='color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px;'>Cette donnée représente le périmètre des programmes d'actions de prévention des inondations (PAPI).</p><p style='color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px;'>Les PAPI sont des outils de mise en œuvre de la politique de prévention des risques naturels d’inondation qui complètent les dispositifs réglementaires existants (comme les plans de préventions des risques naturels d’inondations). Mis en place depuis 2003, ils contractualisent des engagements de l’État et des collectivités territoriales pour réaliser des programmes d’études et/ou de travaux de prévention des risques liés aux inondations avec une approche globale de prévention à l’échelle du bassin de risque.</p><p style='color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px;'>On distingue 2 type de démarches ""PAPI"" : complète ou d'intention.</p><p style='color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px;'>Un dispositif de labellisation vise à garantir la cohérence et la pertinence des projets, notamment à l’appui d’analyse socio-économique pour les investissements les plus importants.</p>",Environnement,Eau,Licence Ouverte v2.0 (Etalab),fr,2020-08-21T09:28:51+02:00,2020-08-21,2020-08-21T09:28:52+02:00,DREAL Pays de la Loire,http://www.pays-de-la-loire.developpement-durable.gouv.fr/les-programmes-d-action-de-a1610.html,13,,,,,,,,programmes-dactions-de-prevention-des-inondations-papi-en-pays-de-la-loire,Finalisé,Annuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Ambassadeurs de l'apprentissage de la Région des Pays de la Loire,"<p>Les ambassadeurs de l'apprentissage ont pour rôle de renforcer la mission d’orientation de la Région auprès des collégiens et de leurs familles. Ces bénévoles sont des apprentis, maîtres d’apprentissage, chefs d’entreprises…</p><hr/>",Citoyenneté / Institution,"Apprentissage,Orientation,CFA,Lycée",Open Database License (ODbL),fr,2020-08-24T10:28:22+02:00,2020-01-17,2020-08-24T10:28:26+02:00,Région des Pays de la Loire,,23,2017-09-06,2017-09-07,,,Annuelle,Pays de la Loire,2017-2018,234400034_062-001_ambassadeurs-de-lapprentissage-rpdl,Mettre à jour,Annuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Fréquentation Cars régionaux et TER des Pays de la Loire,"<p>
	Mesures de fréquentation des lignes de transports régionales ferroviaires et routières, hors transports scolaires.
</p>
<hr id=""horizontalrule""/>",Mobilité,"TER,cars régionaux",Open Database License (ODbL),fr,2021-01-14T18:03:05+01:00,2021-01-14,2021-01-14T18:03:06+01:00,Région des Pays de la Loire,,3858,2018-03-14,2018-03-14,,,Anuelle,Pays de la loire,2009 - 2016,234400034_031-005_frequentation-cars-regionaux-et-ter-rpdl,Mettre à jour,Annuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,SYLOA,Sous bassins versants d'évaluation du SAGE Estuaire de la Loire,<p>Les sous bassins versants d'évaluation s'appuient sur le découpage des bassins versants d'accompagnement des masses d'eau de surfaces fixées par la DCE. Ce découpage fournit un niveau complémentaire d'information mieux adapté à l'évaluation des actions et de leurs effets aux échelles du SAGE et des politiques contractuelles liées à l'eau. <br/></p>,"Environnement, Territoires",SAGE Estuiare de la Loire,Open Database License (ODbL),fr,2021-02-05T12:44:32+01:00,2021-02-05,2021-02-05T12:44:33+01:00,SYLOA,,109,2020-12-10,2021-02-03,Stéphane RENOU,,,,2019,200055127_sous-bassins-eval-sage-el,,,http://opendatacommons.org/licenses/odbl/,fr,,True,True,"fr_60_49, fr_60_44",True,"Maine-et-Loire, Loire-Atlantique",,False,,,
Région des Pays de la Loire,SYLOA,Bassins versants de références pour la mise en œuvre du SAGE Estuaire de la Loire,<p>Bassins versants de référence du SAGE Estuaire de la Loire. Les bassins versants de référence correspondent à un découpage opérationnel identifiés pour la mise en œuvre du SAGE.<br/></p>,Environnement,"SAGE Estuiare de la Loire,Eau,planification",Open Database License (ODbL),fr,2021-02-10T11:16:57+01:00,2020-10-09,2021-02-10T11:17:04+01:00,SYLOA,,10,2019-12-16,2020-10-31,Stéphane RENOU,,sans objet,,2019,200055127_bassins-versants-de-references-pour-la-mise-en-oeuvre-du-sage-estuaire,,,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_60_44,True,Loire-Atlantique,,False,,,
Région des Pays de la Loire,SYLOA,Bordures des cours d'eau du SAGE estuaire de la Loire,"<p>Pré localisation et pré caractérisation de la nature des bordures environnant les cours d'eau. Y sont distingués les bordures végétales comprenant les haies en rives de cours d'eau (ripisylve) et les tronçons en sous-bois. Cette couche contient aussi les tronçons de cours d'eau soumis à des aménagements à forts impacts que sont les busages et les plan d'eau sur cours d'eau. </p><p>Ces informations sont obtenues par une projection sur la couche cours d'eau : </p><ul><li>du bocage (données de la Fédération Régional de la Chasse 2009), </li><li>des secteurs boisés (données Occupation des sols à grande échelle de l'IGN 2013), </li><li>des cours d'eau busés (inventaires communaux 2010-2015) </li><li>et des plan d'eau sur cours d'eau (données Occupation des sols à grande échelle de l'IGN 2013).</li></ul>",Environnement,"Milieux aquatiques,SAGE Estuaire de la Loire,Hydrographie,Eau,Aménagement hydraulique",Licence Ouverte v2.0 (Etalab),fr,2021-03-11T16:55:48+01:00,2021-03-11,2021-06-18T13:21:20+02:00,SYLOA,,36131,2021-03-11,2021-03-11,Stéphane RENOU,,,,2009 - 2013,200055127-bordures-des-cours-deau-du-sage-estuaire-de-la-loire,,,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,False,False,"fr_40_53, fr_40_52",True,"Bretagne, Pays de la Loire",,False,,Données de prélocalisation,
Région des Pays de la Loire,Région des Pays de la Loire,Parcours de la Loire  à vélo,"<p>Tracés des tronçons de la Loire à vélo.</p><hr id=""horizontalrule""/>",Sport,"vélo,tourisme",Open Database License (ODbL),fr,2021-04-01T14:37:27+02:00,2021-04-01,2021-04-01T14:37:28+02:00,SR3V,https://www.velo-territoires.org/wp-content/uploads/2016/09/COVADIS_standard_3V_v1-0_cle556c3d.pdf,469,,,,,,,,234400034_parcours-de-la-loire-a-velo,Finalisé,Mensuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,PCAET Vie et Boulogne,"<p style='font-family: -apple-system, system-ui, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'>Ce jeu de données recense le diagnostic et la stratégie du Plan Climat Air Énergie Territorial (PCAET) de Vie et Boulogne.</p><p style='font-family: -apple-system, system-ui, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'>Le PCAET a été réalisé par Akajoule et Atmoterra.</p>",Environnement,"PCAET,Planification,énergie,Energies renouvelables",Licence Creative Commons Attribution,fr,2021-05-17T13:30:06+02:00,2021-03-05,2021-08-31T03:17:11+02:00,Akajoule,,896,,,,,,,,pcaet-vie-et-boulogne,Finalisé,,https://creativecommons.org/licenses/by-sa/4.0/,fr,,True,False,fr_60_49,False,Maine-et-Loire,,True,,,
Région des Pays de la Loire,DREAL Pays de la Loire,( ICPE ) Installations classées pour la protection de l'environnement en Pays de la Loire,"<p>En France, certaines installations exploitées par des entreprises ou des collectivités notamment présentent des dangers ou des inconvénients pour la commodité des riverains, la santé, la sécurité, la salubrité publique, l’agriculture, la protection de la nature et de l’environnement, la conservation des sites et des monuments. C’est pourquoi, elles font l’objet d’un encadrement réglementaire spécifique et peuvent faire l’objet d’inspection par les services de l’Etat ou par des organismes privés pour les installations les moins sensibles soumises à contrôle périodique. Dans cet objectif, ces installations sont répertoriées sous l’appellation « installations classées pour la protection de l’environnement - ICPE ».</p><p>Selon leur niveau de nuisance et/ou de dangerosité, ces ICPE fonctionnent soit sous un régime d’Autorisation (A), d’Enregistrement (E), de Déclaration avec Contrôle (DC) ou de Déclaration (D)<br/>Les dossiers de demandes d’autorisation d’exploiter ou d’enregistrement, déposés en préfecture par les exploitants, sont instruits par les services de l’inspection :</p><ul> <li>de la DREAL : pour les futurs établissements industriels</li><li>des DDPP : pour les futurs établissements d’élevages ou agro-alimentaire</li></ul><p>Il existe environ 20 000 ICPE en région Pays-de-la-Loire :</p><ul> <li>5 000 suivies par la DREAL</li><li>15 000 suivies par les DDPP</li></ul><p>Observation :<br/>Les ICPE sous régime de la Déclaration sont suivies par les préfectures de département. Même si certaines d’entre elles apparaissent sur cette carte, ce recensement n’est pas exhaustif et nous vous encourageons à vous rapprocher des services des préfectures pour de plus amples renseignements</p><p><strong>Origine</strong></p><p>Les données proviennent de l'application SIIIC (système d'information des installations classées).</p><p>La géolocalisation est effectuée par la DREAL Pays de la Loire sur la base des coordonnées Lambert indiquées dans l'extraction.</p><p>Ces coordonnées peuvent avoir plusieurs niveau de précision :</p><ul> <li>Centroïde commune : les coordonnées ont automatiquement été renseignées par un point situé au centre de la commune</li><li>Adresse postale : les coordonnées ont été déterminées par géocodage de l'adresse de l'établissement</li><li>Coordonnées précises : les coordonnées correspondent effectivement à la localisation de l'établissement (saisie sur fond orthophotographique)</li><li>Coordonnées initiales : les coordonnées ont été reprises de GIDIC et leur précision est inconnu.<br/>Le champs ""précision"" ou ""Qualité de la géolocalisation"" contient l'une ou l'autre de ces valeurs.</li></ul><p>Cette donnée contient également les élevages</p>",Environnement,ICPE,Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:01:32+02:00,2021-07-31,2021-08-01T00:01:32+02:00,DREAL Pays de la Loire,,23173,,,,,,,,234400034_icpe-installations-classees-pour-la-protection-de-lenvironnement-en-pa,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,DREAL Pays de la Loire,( ITOM ) Installations d'incinération des ordures ménagères en Pays de la Loire,"<p>Il s’agit d’une enquête réalisée tous les 2 ans, en alternance avec l’enquête structures intercommunales, auprès des exploitants des installations de traitement des ordures ménagères (ITOM) : tri, traitements thermique et biologique, stockage de déchets non dangereux.</p><p>L’objectif de cette enquête est d'interroger les exploitants des installations afin de suivre l’évolution des tonnages et l’évolution du parc.<br/>L’enquête porte sur les installations :<br/>ouvertes au moins un jour au cours de l'année enquêtée<br/>non dédiées à une entreprise ou un client particulier<br/>autorisées au regard de la législation sur les installations classées<br/>implantées en France métropolitaine et dans les DOM, à l'exclusion des TOM<br/>recevant au moins des déchets collectés par les collectivités et éventuellement des déchets issus d’autres types de collecte.<br/>Sont exclus de l’enquête, notamment les déchèteries, les installations dédiées au traitement des déchets dangereux, les centres de stockage de déchets inertes, les centres de transfert ainsi que les unités de recyclage comme les verreries, papeteries, usines sidérurgiques.</p><p>Origine</p><p>Récupération des données sur le site de l'ademe:<br/><a href=""http://sinoe.org/"">sinoe.org</a></p>",Environnement,"Déchets,Energie",Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:02:08+02:00,2021-07-31,2021-08-01T00:02:08+02:00,DREAL Pays de la Loire,sinoe.org,5,,,,,,,,234400034_itom-installations-dincineration-des-ordures-menageres-en-pays-de-la-l,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,DREAL Pays de la Loire,( SRCE ) Corridors Cours d'eau assurant des connexions entre des réservoirs de biodiversité,"<p>Cette table liste les différents corridors écologiques qui assurent des connexions entre des réservoirs de biodiversité, offrant aux espèces des conditions favorables à leur déplacement et à l’accomplissement de leur cycle de vie. (article R. 317-19 III du code de l’environnement). Ces corridors représentent des principes de connexion entre réservoirs de biodiversité. Leur localisation doit être précisée au niveau local.</p><p>Origine</p><p>Corridors écologiques issues de la concertation en atelier de deuxième vague des acteurs de la région.</p><p>Il a été convenu que les « enveloppes de mailles » seront utilisées comme support pour l’identification des corridors écologiques. Cependant, les enveloppes forestières de niveau 4 ne sont pas retenues par le comité d’expert. De plus, les enveloppes de niveaux 3 sont affichées en hachures pour retranscrire le caractère diffus de la sous-trame.</p><p>Les réservoirs de biodiversité sont représentés de la même couleur, qu’ils appartiennent à la Trame Verte ou à la Trame Bleue.</p><p>Concernant la Trame Bleue, les cours d’eau de la BD CARTHAGE© et les zones humides d’importance nationale sont proposés comme corridors écologiques.</p><p>La fragmentation est représentée de deux manières : la fragmentation linéaire (niveaux 1 à 3) et surfacique (tâche urbaine) pour la Trame Verte. Pour la Trame Bleue, c’est le Référentiel des Obstacles à l’écoulement qui est utilisé.</p>",Environnement,"Eau,SRCE,Trame Bleu",Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:03:51+02:00,2021-07-31,2021-08-01T00:03:51+02:00,DREAL Pays de la Loire,,13461,,,,,,,,234400034_srce-corridors-cours-deau-assurant-des-connexions-entre-des-reservoirs,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Air Pays de la Loire,Qualité de l'air - Niveau de ozone (O3) en Pays de la Loire,"<p>Moyennes horaires, journalières, mensuelles et annuelles de concentrations en ozone (O3) dans l'air ambiant, issues du réseau permanent de mesures en région Pays de la Loire.</p><p>La mesure de la qualité de l’air ambiant est réalisée conformément aux recommandations du référentiel métier du Laboratoire Central de Surveillance de la Qualité de l’Air (LCSQA), dans le respect des exigences réglementaires en vigueur. Ces prescriptions visent l’ensemble de la chaîne de mesure, tant du point de vue des critères d’implantation des sites de mesure, du choix des méthodes d’analyse mises en œuvre, du suivi de la conformité métrologique du processus de mesure, de la validation et de l’agrégation des données de mesure.</p><p><br/></p><p>Pour produire cette donnée en particulier, Air Pays de la Loire met en œuvre des systèmes automatisés de mesurage de la concentration en ozone conformément à la norme NF EN 14625, selon la méthode de mesurage par photométrie U.V. Ces derniers sont implantés dans des stations de mesure sur site, associés à des systèmes d’acquisition de données de mesurage, qu’ils agrègent en moyennes quart-horaires. Ces données brutes sont ensuite télé-transmises au serveur central informatique, puis expertisées à différents niveaux d’agrégation (validations technique et environnementale). Les données quart-horaires validées sont ainsi agrégées en moyennes horaires, elles-même agrégées en moyennes journalières, mensuelles ou annuelles.</p><p><br/></p><p>La couche d'information produite est disponible pour une exploitation à une échelle variant du 1/250 000ème au 1/10 000ème et peut être catégorisée par typologie de station :</p><p>Station de trafic : 1/10 000</p><p>Station de fond : 1/30 000 (urbaine) à 1/250 000 (rurale)</p><p>Station industrielle : 1/100 000</p>",Environnement,contrôle de la qualité de l'air,Open Database License (ODbL),fr,2021-08-01T00:05:44+02:00,2021-07-31,2021-08-01T00:05:44+02:00,Air Pays de la Loire,https://data.airpl.org,113145,,,,,,,,qualite-de-lair-niveau-de-ozone-o3-en-pays-de-la-loire,Finalisé,Mensuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Investissements Territoriaux Intégrés en Pays de la Loire (ITI),"<p><span style='color: rgb(53, 60, 82); font-family: Helvetica, Arial, ""Noto Sans"", Ubuntu, sans-serif; font-size: 14px; letter-spacing: -0.1px; white-space: pre-wrap;'>Les Investissements Territoriaux Intégré (ITI) est un outil de territorialisation de l'aide européenne visant à faciliter la mise en oeuvre de projets adaptés aux spécificités de chaque territoire suivant une stratégie de territoire intégrée </span><br/></p>",Économie / Europe,Europe,Open Database License (ODbL),fr,2021-08-01T00:11:28+02:00,2021-07-31,2021-08-01T00:11:28+02:00,Région des Pays de la Loire.,,9,,,,,,,,investissements-territoriaux-integres-en-pays-de-la-loire,Finalisé,Mensuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,DREAL Pays de la Loire,( SRCE ) Corridors territoires assurant des connexions entre des réservoirs de biodiversité,"<p>Cette table liste les différents corridors écologiques qui assurent des connexions entre des réservoirs de biodiversité, offrant aux espèces des conditions favorables à leur déplacement et à l’accomplissement de leur cycle de vie. (article R. 317-19 III du code de l’environnement).La réglementation autorise que tous les réservoirs de biodiversité ne soient pas forcément reliés par des corridors écologiques (article R. 317-19 II du code de l’environnement). Ce cas de figure devrait être limité et concerner principalement des réservoirs de biodiversité au regard :a) de la pertinence de connecter ou de garder l’isolement naturel de ces espaces (en particulier : cas d’isolement pour permettre d’éviter la propagation d’espèces exotiques envahissantes ou d’éventuels problèmes sanitaires posés par la faune sauvage véhiculant des maladies pouvant se transmettre à des espèces domestiques (ex. fièvre porcine) ou même à l’homme (ex. rage)) ;b) d’un enjeu de préservation de certains espaces qui constituent un réseau écologique en « pas japonais » pour les espèces associées (exemple : des étangs et lacs, des mares, des tourbières) ou de certains espaces non connectés aujourd'hui mais qui pourront servir demain de “relais” ou de nouveau point du maillage écologique du territoire (face à des changements tels que le changement climatique, l’évolution de l’aire de répartition, les incendies, la disparition de réservoirs via un projet d'aménagement…).</p><p>Origine</p><p>Selon la méthode propre à chaque région et la qualité de délimitation (géographique ou schématique), la géométrie doit correspondre à la forme géométrique de l’objet représenté sur la cartographie du SRCE en veillant aux règles de continuité écologique qui dictent le découpage. Il convient en particulier de gérer l'interrégionalité en ne découpant pas l’objet aux limites administratives pour améliorer la compréhension des continuités écologiques interrégionales.<br/>24/11/2015 : Modification suite à l'enquête publique</p>",Environnement,"SRCE,Biodiversité,Trame Verte",Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:12:23+02:00,2021-07-31,2021-08-01T00:12:23+02:00,DREAL Pays de la Loire,,83,,,,,,,,234400034_srce-corridors-territoires-assurant-des-connexions-entre-des-reservoir,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Air Pays de la Loire,Qualité de l'air - monoxyde de carbone (CO),"<p>Moyennes horaires, journalières, mensuelles et annuelles de concentrations en monoxyde de carbone (CO) dans l'air ambiant, issues du réseau permanent de mesures en région Pays de la Loire.</p><p>La mesure de la qualité de l’air ambiant est réalisée conformément aux recommandations du référentiel métier du Laboratoire Central de Surveillance de la Qualité de l’Air (LCSQA), dans le respect des exigences réglementaires en vigueur. Ces prescriptions visent l’ensemble de la chaîne de mesure, tant du point de vue des critères d’implantation des sites de mesure, du choix des méthodes d’analyse mises en œuvre, du suivi de la conformité métrologique du processus de mesure, de la validation et de l’agrégation des données de mesure.</p><p><br/></p><p>Pour produire cette donnée en particulier, Air Pays de la Loire met en œuvre des systèmes automatisés de mesurage de la concentration en monoxyde de carbone conformément à la norme NF EN 14626, selon la méthode de mesurage par spectroscopie à rayonnement infrarouge non dispersif. Ces derniers sont implantés dans des stations de mesure sur site, associés à des systèmes d’acquisition de données de mesurage, qu’ils agrègent en moyennes quart-horaires. Ces données brutes sont ensuite télé-transmises au serveur central informatique, puis expertisées à différents niveaux d’agrégation (validations technique et environnementale). Les données quart-horaires validées sont ainsi agrégées en moyennes horaires, elles-même agrégées en moyennes journalières, mensuelles ou annuelles.</p><p><br/></p><p>La couche d'information produite est disponible pour une exploitation à une échelle variant du 1/250 000ème au 1/10 000ème et peut être catégorisée par typologie de station :</p><p>Station de trafic : 1/10 000</p><p>Station de fond : 1/30 000 (urbaine) à 1/250 000 (rurale)</p><p>Station industrielle : 1/100 000</p>",Environnement,contrôle de la qualité de l'air,Open Database License (ODbL),fr,2021-08-01T00:14:53+02:00,2021-07-31,2021-08-01T00:14:53+02:00,Air Pays de la Loire,https://data.airpl.org,6780,,,,,,,,qualite-de-lair-monoxyde-de-carbone-co,Finalisé,Quotidienne,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Parcs naturels régionaux des Pays de la Loire,"<div class=""ng-scope""><div>Les PNR ont été créés il y
 a 50 ans pour protéger et mettre en valeur les territoires à dominante 
rurale dont les paysages, les milieux naturels et le patrimoine culturel
 sont de grande qualité mais dont l’équilibre reste fragile.<br/></div><div>Ce
 jeu de données contient les contours géographiques des parcs naturels 
régionaux de la Région des Pays de la Loire. La géométrie des PNR est issue des 
contours communaux de la base de données IGN BD ADMIN.</div></div>",Environnement,,Licence Ouverte v2.0 (Etalab),fr,2021-08-16T12:03:00+02:00,2021-08-16,2021-09-01T00:08:07+02:00,IGN,,4,,,,,,,,234400034_parcs-naturels-regionaux-des-pays-de-la-loire0,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Points Adresse 📭 Angers Loire Métropole,"<p>Ensemble des adresses géolocalisées pour les communes d'Angers Loire Métropole.</p>
<p><b>Description des champs du jeu de donnée</b></p>
<div>ID_VOIE Identifiant de la voie</div>
<div>LIBELLE Libelle complet du numéro d’adresse (numéro + suffixe)</div>
<div>ADR_LIBVOI Libellé de la voie</div>
<div>NOM_COM Nom de la commune</div>
<div>CODE_INSEE Code INSEE commune</div>
<div>CODE_POSTAL Code commune</div>
<div>NOM_COM_DLG Nom de la commune déléguée</div>
<div>CODE_COM_DLG Code INSEE court de la commune déléguée</div>CCORIV Code RIVOLI de la voie (DGI)
<div>ID_QUA_CQ Identifiant Quartier Angers</div>
<div>LIB_QUA_CQ Libellé quartier Angers</div>
<div>ID_QUA_INSEE Identifiant Quartier INSEE</div>
<div>LIB_QUA_INSEE Libellé quartier INSEE</div>
<div>ID_ILOT_INSEE Identifiant ilot INSEE</div>
<div>ID_IRIS_INSEE Identifiant IRIS INSEE</div>
<div>LIB_IRIS_INSEE Libellé IRIS INSEE</div>
<div>COORD_X_CC47 Coordonnée X en RGF93 CC47</div>
<div>COORD_X_CC47 Coordonnée Y en RGF93 CC47</div>
<div>COORD_X_WGS84 Coordonnée X en WGS84</div>
<div>COORD_X_WGS84 Coordonnée Y en WGS84</div>
<div>SOURCE Source</div>",Urbanisme / Logement,"adresse,point-adresse",Licence Ouverte v2.0 (Etalab),fr,2021-08-17T14:33:24+02:00,2021-08-20,2021-08-31T03:13:25+02:00,Angers Loire Métropole,,90611,,,,,,,,points-adresse-angers,Finalisé,,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,False,False,fr_70_244900015,False,CU Angers Loire Métropole,,True,,,
Région des Pays de la Loire,Région des Pays de la Loire,Agenda Culture et Patrimoine de la Région des Pays de la Loire,"<p><span style=""font-size: 12.495px;"">Evénements grand public soutenus par la Région des Pays de la Loire dans les domaines de la Culture, du Patrimoine, du Sport, de l'Economie, Environnement, etc.</span><br/></p>",Culture / Tourisme,culture,Licence Ouverte v2.0 (Etalab),fr,2021-08-31T01:00:42+02:00,2021-08-30,2021-08-31T01:00:42+02:00,Région des Pays de la Loire,,1184,,,,,,,,agenda-culture-de-la-region-des-pays-de-la-loire,,Quotidienne,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
